status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,home_ownership,grade,outcome,emp_length,emp_len_,borrower_score
Charged Off,24000,t,80000,12.65,10.39850,9766,97.70,RENT,0.20,default,7,t,0.25
Charged Off,16000,t,49000,2.60,9.11535,3061,32.20,RENT,4.20,default,6,t,0.60
Charged Off,17800,t,45000,9.63,12.70830,7460,69.70,RENT,2.40,default,2,t,0.30
Charged Off,20000,t,60000,21.87,10.42480,15041,54.90,RENT,4.00,default,11,t,0.45
Charged Off,23850,t,48000,18.88,16.45770,7654,45.30,RENT,3.00,default,5,t,0.45
Charged Off,20000,t,130000,8.93,4.68702,27765,67.40,RENT,3.40,default,8,t,0.50
Charged Off,1000,t,25000,28.70,1.03776,13605,76.70,RENT,5.40,default,5,t,0.40
Charged Off,9950,t,32000,23.66,9.98963,8052,94.70,OWN,2.40,default,8,t,0.40
Charged Off,10000,t,22000,19.42,13.34890,7530,44.00,RENT,5.00,default,4,t,0.40
Charged Off,20000,t,60000,18.52,10.59540,14091,91.10,RENT,2.20,default,3,t,0.35
Charged Off,24800,t,72967,10.37,9.30305,14843,31.60,RENT,5.80,default,11,t,0.55
Charged Off,16000,t,45000,12.24,9.22160,13771,23.50,RENT,5.40,default,11,t,0.65
Charged Off,21000,t,150000,8.04,3.90824,26467,80.20,MORTGAGE,4.20,default,10,t,0.50
Charged Off,22050,t,55500,14.23,11.01210,8173,74.30,RENT,6.00,default,7,t,0.40
Charged Off,16000,t,46000,20.87,11.52080,5915,28.00,MORTGAGE,3.00,default,2,t,0.65
Charged Off,18250,t,45600,15.79,12.72160,14888,83.20,RENT,2.20,default,2,t,0.50
Charged Off,10000,t,48000,23.55,6.51550,2682,48.80,RENT,4.00,default,2,t,0.30
Charged Off,35000,t,84000,19.73,14.17010,26048,86.90,RENT,1.80,default,5,t,0.30
Charged Off,25000,t,80000,11.88,8.98245,29045,58.70,MORTGAGE,4.60,default,2,t,0.55
Charged Off,8700,t,120000,9.07,2.40140,4106,83.80,MORTGAGE,3.00,default,6,t,0.45
Charged Off,13800,t,52000,21.16,8.29985,12668,47.10,RENT,4.00,default,4,t,0.55
Charged Off,16100,t,54000,22.31,9.19267,29056,84.50,RENT,3.80,default,2,t,0.40
Charged Off,20000,t,150000,1.63,4.49032,5407,83.20,RENT,1.40,default,6,t,0.35
Charged Off,20000,t,59000,15.97,11.11510,11932,88.40,MORTGAGE,2.80,default,4,t,0.55
Charged Off,28000,t,84000,22.74,11.22570,14257,83.20,RENT,1.40,default,6,t,0.30
Charged Off,35000,t,133000,19.60,9.12135,23775,59.10,MORTGAGE,0.20,default,9,t,0.70
Charged Off,25000,t,93000,16.14,9.31755,13564,69.40,MORTGAGE,0.20,default,5,t,0.50
Charged Off,20000,t,70000,9.82,8.93554,14048,73.20,MORTGAGE,4.00,default,11,t,0.45
Charged Off,18000,t,65000,18.18,7.41231,17592,58.80,RENT,5.60,default,7,t,0.50
Charged Off,20000,t,40000,19.20,16.83870,12725,88.40,RENT,1.40,default,9,t,0.25
Charged Off,22800,t,80000,17.81,9.05910,27969,82.50,MORTGAGE,2.20,default,3,t,0.45
Charged Off,19750,t,40800,20.71,14.74760,12172,63.70,MORTGAGE,3.40,default,11,t,0.30
Charged Off,7000,t,35000,17.31,5.18743,989,5.20,RENT,5.40,default,1,t,0.60
Charged Off,10600,t,51000,12.96,6.67765,5106,92.80,RENT,2.40,default,7,t,0.50
Charged Off,32000,t,115875,17.14,9.23775,45481,52.60,MORTGAGE,1.20,default,9,t,0.55
Charged Off,18550,t,38000,29.74,13.53030,7922,45.50,RENT,6.00,default,6,t,0.70
Charged Off,14550,t,37315,8.68,11.33170,10132,47.30,RENT,4.80,default,11,t,0.65
Charged Off,18400,t,47000,19.71,12.70670,9253,93.50,RENT,2.60,default,1,t,0.40
Charged Off,30000,t,120000,15.07,8.11440,20223,47.60,MORTGAGE,2.60,default,2,t,0.30
Charged Off,20000,t,41000,21.18,14.86130,20415,76.50,RENT,3.40,default,6,t,0.45
Charged Off,18000,t,53050,18.16,10.39490,20691,67.80,OWN,3.60,default,11,t,0.30
Charged Off,30000,t,105000,24.15,9.17931,6352,31.70,MORTGAGE,2.40,default,7,t,0.55
Charged Off,24000,t,48000,6.50,12.96800,7627,49.20,MORTGAGE,5.40,default,7,t,0.40
Charged Off,24000,t,55000,20.77,15.12500,28399,95.00,RENT,0.20,default,11,t,0.50
Charged Off,12000,t,36000,15.53,10.27770,21369,83.50,OWN,3.80,default,4,t,0.40
Charged Off,16000,t,71000,16.19,7.53820,5234,97.40,MORTGAGE,1.20,default,11,t,0.40
Charged Off,24250,t,50000,16.08,14.85840,21210,66.50,RENT,3.60,default,11,t,0.40
Charged Off,25000,t,135000,12.14,5.32293,7720,57.60,MORTGAGE,4.60,default,1,t,0.55
Charged Off,26200,t,69000,13.40,12.45040,24656,94.50,MORTGAGE,2.80,default,11,t,0.55
Charged Off,26675,t,54500,15.72,14.06860,14395,14.90,MORTGAGE,4.60,default,11,t,0.65
Charged Off,16000,t,110000,13.48,4.45615,22822,91.30,MORTGAGE,3.60,default,5,t,0.40
Charged Off,19200,t,96000,21.68,6.55788,11922,78.40,MORTGAGE,2.80,default,3,t,0.35
Charged Off,6300,t,64500,10.44,3.17042,4676,42.90,MORTGAGE,2.60,default,5,t,0.50
Charged Off,17475,t,35000,23.35,15.39430,9496,71.90,RENT,3.80,default,5,t,0.50
Charged Off,18000,t,52000,13.41,10.05950,2873,37.30,MORTGAGE,4.80,default,11,t,0.50
Charged Off,20800,t,60000,13.78,11.01920,18117,93.40,RENT,2.20,default,5,t,0.60
Charged Off,20000,t,58000,15.21,11.53470,11428,65.70,RENT,1.20,default,1,t,0.45
Charged Off,20000,t,125000,16.46,4.64976,4269,38.80,MORTGAGE,4.80,default,1,t,0.50
Charged Off,21000,t,86000,16.10,6.91730,21847,66.60,MORTGAGE,4.40,default,4,t,0.60
Charged Off,25000,t,84000,21.43,9.30786,22241,93.40,RENT,4.00,default,8,t,0.45
Charged Off,25000,t,70000,22.71,12.02760,14996,72.30,MORTGAGE,1.40,default,7,t,0.40
Charged Off,16000,t,75000,9.65,6.99504,7141,66.10,RENT,2.80,default,10,t,0.50
Charged Off,21000,t,173750,19.67,4.09948,99609,64.70,MORTGAGE,1.60,default,7,t,0.65
Charged Off,18000,t,52000,14.28,11.23520,19826,74.00,RENT,2.60,default,11,t,0.40
Charged Off,2700,t,30000,7.88,2.89160,5528,93.70,OWN,2.40,default,1,t,0.35
Charged Off,23675,t,49000,19.57,14.72010,23608,76.60,RENT,3.40,default,11,t,0.50
Charged Off,16000,t,78000,6.34,6.28431,4593,33.80,RENT,3.60,default,8,t,0.55
Charged Off,10625,t,43800,24.90,7.43178,13995,80.00,MORTGAGE,3.60,default,10,t,0.45
Charged Off,25475,t,170000,19.75,5.25282,50058,65.50,MORTGAGE,0.80,default,9,t,0.35
Charged Off,12000,t,93000,8.37,4.14555,7669,93.50,MORTGAGE,2.40,default,7,t,0.35
Charged Off,24925,t,50000,7.03,12.92900,1157,7.60,MORTGAGE,5.40,default,11,t,0.55
Charged Off,24000,t,52000,9.35,12.35380,1445,4.20,RENT,5.60,default,1,t,0.45
Charged Off,25000,t,72000,27.70,9.83617,14285,52.70,MORTGAGE,4.40,default,11,t,0.35
Charged Off,17500,t,150000,9.02,3.39048,28420,78.10,OWN,4.80,default,9,t,0.50
Charged Off,30000,t,68000,17.12,14.02320,35119,55.90,MORTGAGE,2.20,default,4,t,0.65
Charged Off,10000,t,46000,12.95,6.66000,2241,97.40,MORTGAGE,3.60,default,7,t,0.50
Charged Off,23800,t,48400,17.28,15.37860,23074,58.10,MORTGAGE,4.00,default,6,t,0.50
Charged Off,6075,t,13200,14.82,15.09090,2711,63.00,RENT,2.80,default,6,t,0.40
Charged Off,30000,t,90000,24.89,10.81920,34809,84.50,MORTGAGE,2.60,default,2,t,0.50
Charged Off,18000,t,43500,19.03,12.75830,15341,64.20,RENT,3.80,default,11,t,0.45
Charged Off,7500,t,52000,16.04,4.51085,7225,70.10,RENT,4.00,default,6,t,0.35
Charged Off,20000,t,42000,23.89,14.58860,20368,65.70,OWN,3.60,default,8,t,0.60
Charged Off,32000,t,70000,19.30,15.14160,28954,73.00,MORTGAGE,3.00,default,8,t,0.50
Charged Off,19750,t,56000,18.45,10.35730,13136,77.30,MORTGAGE,5.00,default,3,t,0.55
Charged Off,35000,t,81000,15.69,14.45390,16967,89.30,RENT,1.20,default,11,t,0.25
Charged Off,17600,t,65000,11.91,9.44585,22898,72.20,RENT,0.60,default,1,t,0.55
Charged Off,18550,t,110000,22.34,5.13764,62764,80.60,MORTGAGE,3.40,default,11,t,0.55
Charged Off,25000,t,65000,17.11,10.29470,5393,12.20,RENT,5.60,default,8,t,0.70
Charged Off,25000,t,72000,20.30,9.62400,24187,61.40,OWN,6.00,default,11,t,0.50
Charged Off,35000,t,70000,11.85,16.39460,5108,63.80,MORTGAGE,2.80,default,11,t,0.40
Charged Off,35000,t,78000,11.80,14.71310,25902,87.80,RENT,2.80,default,7,t,0.55
Charged Off,16000,t,33000,16.05,15.41160,13789,92.60,OWN,2.20,default,1,t,0.60
Charged Off,3000,t,42000,11.63,1.85257,864,39.30,RENT,5.40,default,1,t,0.50
Charged Off,6000,t,45000,14.40,3.69573,7511,52.90,RENT,6.00,default,7,t,0.45
Charged Off,35000,t,200000,8.08,4.68408,7569,8.90,MORTGAGE,5.60,default,2,t,0.45
Charged Off,32000,t,74000,8.30,14.72720,20282,94.80,OWN,2.00,default,4,t,0.50
Charged Off,21000,t,98000,13.48,6.22739,14578,68.40,MORTGAGE,4.80,default,11,t,0.55
Charged Off,22250,t,48000,18.13,15.76430,11616,87.30,MORTGAGE,1.80,default,11,t,0.30
Charged Off,21650,t,55000,8.77,10.98870,6405,76.50,RENT,4.20,default,2,t,0.55
Charged Off,35000,t,80000,16.35,14.34530,50671,84.50,MORTGAGE,2.80,default,4,t,0.50
Charged Off,23850,t,48000,22.45,16.12730,17572,94.10,RENT,2.60,default,11,t,0.15
Charged Off,25375,t,51000,14.31,13.79060,13570,55.80,RENT,6.00,default,7,t,0.50
Charged Off,25000,t,51600,18.13,13.26140,23216,60.80,MORTGAGE,5.80,default,11,t,0.55
Default,16000,t,72000,11.55,6.94983,1329,47.50,MORTGAGE,4.00,default,3,t,0.45
Charged Off,14000,t,50000,10.66,8.57808,8527,67.10,RENT,3.60,default,10,t,0.40
Charged Off,35000,t,327000,9.14,2.98793,3246,5.40,MORTGAGE,4.20,default,5,t,0.60
Charged Off,4000,t,50000,5.69,2.23344,3503,28.70,RENT,4.20,default,11,t,0.45
Charged Off,30000,t,89000,21.42,9.40989,15896,26.30,MORTGAGE,4.20,default,11,t,0.55
Charged Off,35000,t,78500,24.49,15.18450,24845,75.50,MORTGAGE,2.00,default,9,t,0.45
Charged Off,16000,t,61000,6.33,7.32216,9283,62.30,MORTGAGE,4.20,default,5,t,0.65
Charged Off,22750,t,75000,20.91,9.64176,19873,81.10,MORTGAGE,2.20,default,5,t,0.40
Charged Off,7600,t,34425,15.20,6.90440,8280,66.80,RENT,4.00,default,11,t,0.55
Charged Off,8000,t,25000,10.46,9.29952,3703,36.00,MORTGAGE,4.80,default,9,t,0.65
Charged Off,16700,t,67392,22.49,7.87678,18166,84.60,MORTGAGE,2.20,default,11,t,0.45
Charged Off,30000,t,90000,18.40,11.15030,10800,82.40,RENT,1.20,default,5,t,0.55
Charged Off,3425,t,40000,18.81,2.72190,3376,75.00,RENT,2.20,default,11,t,0.45
Charged Off,22250,t,45000,14.71,15.06370,7856,64.40,RENT,3.40,default,5,t,0.55
Charged Off,20000,t,45000,23.41,13.61600,6689,75.20,MORTGAGE,3.60,default,11,t,0.50
Charged Off,18550,t,38000,19.77,14.95520,16927,79.70,MORTGAGE,3.60,default,7,t,0.30
Charged Off,10000,t,63000,14.24,5.04552,3167,48.00,MORTGAGE,2.20,default,7,t,0.30
Charged Off,7900,t,82944,1.06,3.18605,2937,50.60,RENT,1.20,default,6,t,0.40
Charged Off,33000,t,90000,21.64,11.65490,36777,59.00,MORTGAGE,2.20,default,2,t,0.65
Charged Off,18000,t,56000,15.99,9.43950,21895,87.20,MORTGAGE,5.00,default,6,t,0.40
Charged Off,24000,t,106000,10.40,7.70004,53604,44.40,RENT,1.80,default,5,t,0.55
Charged Off,10000,t,39000,14.52,7.15815,6167,81.10,RENT,4.20,default,7,t,0.25
Charged Off,12000,t,40000,16.11,8.71830,4756,48.00,MORTGAGE,4.80,default,11,t,0.35
Charged Off,35000,t,84000,10.17,13.24430,28311,64.30,RENT,2.20,default,7,t,0.60
Charged Off,31000,t,79000,15.68,10.74080,33923,60.70,MORTGAGE,5.80,default,11,t,0.40
Charged Off,35000,t,120000,5.23,9.66070,743,3.30,MORTGAGE,3.00,default,4,t,0.65
Charged Off,20400,t,45000,23.04,13.97730,16046,65.60,RENT,3.80,default,5,t,0.30
Charged Off,4000,t,42000,5.89,2.79686,3751,63.20,RENT,5.00,default,5,t,0.45
Charged Off,16800,t,40846,16.92,12.53060,14118,94.80,RENT,3.40,default,11,t,0.25
Charged Off,30750,t,62032,19.79,16.25390,21582,87.40,MORTGAGE,2.80,default,7,t,0.45
Charged Off,9000,t,110198,19.68,2.51819,36293,58.40,MORTGAGE,3.80,default,11,t,0.45
Charged Off,30000,t,72500,24.71,13.93540,39144,94.50,RENT,1.40,default,2,t,0.45
Charged Off,16800,t,52840,22.03,9.00681,11786,64.80,MORTGAGE,4.40,default,7,t,0.45
Charged Off,16000,t,55000,9.51,8.96945,17656,61.90,RENT,3.80,default,7,t,0.70
Charged Off,7200,t,34000,15.78,5.79635,9028,60.20,RENT,5.80,default,4,t,0.30
Charged Off,4200,t,40000,7.20,2.97450,6653,63.40,OWN,4.40,default,3,t,0.55
Charged Off,20000,t,55000,9.05,10.15130,3116,16.10,MORTGAGE,4.20,default,6,t,0.60
Charged Off,18000,t,45000,10.13,11.33120,8529,74.80,MORTGAGE,4.40,default,9,t,0.30
Charged Off,21850,t,60000,14.83,10.16600,4181,83.60,RENT,4.20,default,11,t,0.35
Charged Off,16950,t,34000,20.54,16.18090,31598,97.50,RENT,2.60,default,1,t,0.30
Charged Off,24000,t,70600,16.30,10.92150,17500,62.10,MORTGAGE,2.40,default,8,t,0.55
Charged Off,21600,t,45000,18.10,15.01170,15264,87.20,RENT,4.00,default,6,t,0.45
Charged Off,21100,t,54000,17.31,13.07070,1690,15.00,RENT,1.20,default,9,t,0.55
Charged Off,20000,t,87000,14.21,7.46152,12746,78.70,RENT,2.60,default,10,t,0.40
Charged Off,23000,t,170000,7.06,4.14487,4426,26.80,MORTGAGE,3.60,default,4,t,0.55
Charged Off,24000,t,65000,7.71,9.88302,10411,40.70,OWN,5.60,default,11,t,0.70
Charged Off,20800,t,45600,18.79,12.20920,2552,30.00,RENT,5.60,default,1,t,0.60
Charged Off,19750,t,40560,17.60,14.91780,14860,81.20,OWN,3.60,default,5,t,0.35
Charged Off,30000,t,150000,11.98,6.69016,23542,71.80,MORTGAGE,1.20,default,5,t,0.35
Charged Off,25000,t,59000,17.27,13.61350,13983,72.10,RENT,2.40,default,11,t,0.55
Charged Off,5000,t,80000,13.29,1.77060,5990,20.30,OWN,4.40,default,8,t,0.60
Charged Off,25000,t,66000,18.80,11.54000,24322,41.80,OWN,3.40,default,5,t,0.40
Charged Off,8725,t,55500,23.58,4.20800,6818,25.30,MORTGAGE,5.60,default,11,t,0.35
Charged Off,28000,t,73500,10.29,12.82940,18101,75.70,MORTGAGE,1.40,default,6,t,0.45
Charged Off,35000,t,119000,17.17,10.00250,22773,91.10,MORTGAGE,1.80,default,11,t,0.45
Charged Off,20000,t,47000,27.04,12.23130,5098,68.90,RENT,4.60,default,4,t,0.40
Charged Off,35000,t,75620,24.28,15.48230,12244,85.00,MORTGAGE,1.20,default,7,t,0.35
Charged Off,19600,t,89000,1.81,6.79011,5485,26.10,RENT,3.80,default,11,t,0.60
Charged Off,16000,t,73353,2.48,7.41810,614,61.40,OWN,1.80,default,11,t,0.30
Charged Off,23250,t,223000,17.93,3.48759,82283,90.30,MORTGAGE,1.20,default,7,t,0.50
Charged Off,15000,t,100000,12.71,5.19924,7870,92.60,MORTGAGE,0.20,default,8,t,0.50
Charged Off,25000,t,65000,22.24,12.22540,8851,50.30,MORTGAGE,2.20,default,5,t,0.40
Charged Off,19200,t,72000,17.70,8.65533,4065,30.80,MORTGAGE,2.60,default,6,t,0.55
Charged Off,7375,t,45000,27.42,4.15547,8408,22.90,OWN,5.20,default,7,t,0.40
Charged Off,18000,t,90000,9.21,6.25493,7731,83.10,RENT,4.00,default,3,t,0.45
Charged Off,21500,t,43000,13.23,13.85860,22315,71.10,MORTGAGE,6.00,default,8,t,0.35
Charged Off,7400,t,70000,17.37,3.56023,7657,94.50,RENT,1.40,default,4,t,0.20
Charged Off,24800,t,70800,1.36,10.73120,1628,5.90,RENT,3.60,default,10,t,0.45
Charged Off,12000,t,48000,12.38,6.84300,8261,38.60,RENT,5.80,default,7,t,0.55
Charged Off,23500,t,67000,17.91,11.61760,32152,80.40,OWN,3.00,default,11,t,0.50
Charged Off,19200,t,90000,19.73,5.95547,13156,61.80,MORTGAGE,4.20,default,11,t,0.35
Charged Off,30000,t,144000,17.72,6.11817,102916,47.10,MORTGAGE,5.00,default,2,t,0.60
Charged Off,13600,t,180000,2.60,2.54453,6876,51.10,RENT,1.40,default,8,t,0.60
Charged Off,21000,t,55000,17.22,12.13660,6465,88.60,OWN,2.20,default,4,t,0.35
Charged Off,35000,t,84000,19.67,12.76490,11271,45.80,RENT,3.60,default,11,t,0.40
Charged Off,14800,t,55000,16.49,7.20262,10028,78.30,OWN,5.60,default,5,t,0.50
Charged Off,17500,t,120000,22.11,4.78180,19066,61.60,MORTGAGE,2.80,default,2,t,0.45
Charged Off,3500,t,70000,18.34,1.53189,18411,73.60,MORTGAGE,3.60,default,11,t,0.40
Charged Off,35000,t,92436,12.40,12.89520,22933,82.50,RENT,2.00,default,9,t,0.40
Charged Off,12000,t,36000,15.19,9.68700,14679,78.50,RENT,4.80,default,6,t,0.40
Charged Off,14400,t,28800,21.54,15.63710,10653,29.60,MORTGAGE,4.00,default,11,t,0.55
Charged Off,21000,t,61655,13.37,11.55270,6210,95.50,RENT,1.60,default,11,t,0.55
Charged Off,16000,t,60000,6.76,8.56740,13340,82.30,RENT,2.40,default,2,t,0.45
Charged Off,30000,t,92000,12.23,11.08970,18772,46.40,MORTGAGE,1.80,default,11,t,0.50
Charged Off,15500,t,37440,10.48,12.94740,2948,30.10,MORTGAGE,4.00,default,3,t,0.50
Charged Off,20000,t,42000,28.46,13.68740,20530,53.20,RENT,4.60,default,11,t,0.45
Charged Off,22500,t,60000,13.25,12.17160,7411,43.00,MORTGAGE,2.60,default,11,t,0.70
Charged Off,35000,t,95000,16.85,12.32390,17181,64.60,MORTGAGE,1.20,default,9,t,0.65
Charged Off,18000,t,36000,24.70,14.37200,18137,46.20,RENT,4.60,default,1,t,0.55
Charged Off,18000,t,33000,19.13,17.70400,10915,95.70,RENT,2.60,default,6,t,0.40
Charged Off,14400,t,30000,13.86,13.39960,12745,58.50,MORTGAGE,4.20,default,2,t,0.45
Charged Off,19200,t,100000,3.45,5.25540,50625,12.20,MORTGAGE,5.80,default,3,t,0.45
Charged Off,19500,t,115000,9.28,5.22814,20291,84.90,MORTGAGE,3.80,default,7,t,0.55
Charged Off,35000,t,93000,8.85,10.07330,3721,11.90,MORTGAGE,5.60,default,5,t,0.60
Charged Off,20000,t,42000,16.97,12.74600,8337,29.60,RENT,5.60,default,7,t,0.70
Charged Off,17550,t,52157,20.36,11.03300,6404,90.20,MORTGAGE,2.80,default,11,t,0.45
Charged Off,25000,t,45600,24.86,18.64500,45382,31.90,RENT,1.80,default,1,t,0.50
Charged Off,35000,t,70000,5.81,16.39460,12343,55.10,OWN,2.80,default,8,t,0.55
Charged Off,35000,t,90000,10.51,10.85610,4156,4.30,MORTGAGE,4.20,default,11,t,0.80
Charged Off,16000,t,105000,14.11,4.89566,11289,90.30,MORTGAGE,2.40,default,11,t,0.45
Charged Off,25000,t,79992,8.18,10.04100,12214,74.90,MORTGAGE,2.40,default,3,t,0.55
Charged Off,30000,t,76000,22.97,12.81220,21337,89.30,MORTGAGE,2.60,default,8,t,0.30
Charged Off,35000,t,85000,13.65,11.49470,14904,25.50,MORTGAGE,4.20,default,11,t,0.70
Charged Off,27000,t,54000,15.62,16.39440,11678,53.40,RENT,2.80,default,11,t,0.40
Charged Off,19000,t,59050,12.78,8.61236,22774,66.80,MORTGAGE,5.60,default,8,t,0.45
Charged Off,30000,t,110000,15.32,8.85207,30582,91.70,RENT,2.60,default,6,t,0.60
Charged Off,35000,t,120000,4.65,9.82250,13826,92.20,MORTGAGE,1.40,default,11,t,0.50
Charged Off,33000,t,84000,24.56,13.65260,76817,81.90,MORTGAGE,0.40,default,10,t,0.45
Charged Off,34475,t,75000,10.70,14.76800,3837,32.50,RENT,2.40,default,8,t,0.50
Charged Off,26400,t,67700,24.02,13.51640,29314,82.60,MORTGAGE,0.20,default,11,t,0.45
Charged Off,20000,t,65000,4.10,9.98695,8470,73.00,MORTGAGE,2.60,default,6,t,0.35
Charged Off,28200,t,52000,23.82,17.42310,20050,86.60,MORTGAGE,2.40,default,7,t,0.45
Charged Off,13000,t,52000,11.45,6.97892,18025,75.10,RENT,4.20,default,1,t,0.55
Charged Off,18000,t,97027,13.01,5.96024,16333,75.60,RENT,2.40,default,4,t,0.45
Charged Off,20000,t,50000,18.00,10.37420,20477,61.70,RENT,5.40,default,3,t,0.55
Charged Off,16800,t,50000,21.10,10.35980,8582,42.10,MORTGAGE,3.80,default,10,t,0.60
Charged Off,30000,t,125000,18.81,7.78982,25572,83.00,MORTGAGE,2.60,default,3,t,0.60
Charged Off,18200,t,41000,10.81,13.88280,12267,70.10,RENT,4.00,default,2,t,0.40
Charged Off,9600,t,72000,5.99,4.32767,4775,5.80,RENT,2.60,default,3,t,0.65
Charged Off,25000,t,65000,17.72,11.78310,28517,54.40,MORTGAGE,3.60,default,8,t,0.45
Charged Off,21000,t,80004,10.93,7.32758,11358,57.40,OWN,4.20,default,6,t,0.35
Charged Off,30000,t,71000,20.91,13.71450,30367,52.30,RENT,2.60,default,6,t,0.50
Charged Off,8000,t,62000,11.85,4.14561,20473,50.70,MORTGAGE,2.40,default,5,t,0.70
Charged Off,21600,t,70800,21.38,9.29475,29816,72.20,MORTGAGE,3.40,default,11,t,0.40
Charged Off,30000,t,80000,19.13,11.91980,27670,65.70,MORTGAGE,2.20,default,1,t,0.35
Charged Off,24875,t,83831,13.31,9.92568,31099,81.70,MORTGAGE,1.20,default,11,t,0.60
Charged Off,22000,t,50000,11.18,13.56620,14664,55.10,RENT,3.80,default,10,t,0.40
Charged Off,19500,t,50000,17.62,13.28210,14851,97.10,MORTGAGE,2.00,default,2,t,0.25
Charged Off,16000,t,65000,18.90,7.82437,22122,93.70,RENT,2.20,default,2,t,0.45
Charged Off,21600,t,79000,9.83,7.94582,20037,56.90,MORTGAGE,4.80,default,11,t,0.55
Charged Off,21000,t,72200,5.58,7.96122,0,0.00,MORTGAGE,5.80,default,4,t,0.45
Charged Off,35000,t,90000,8.12,12.59610,8233,46.00,MORTGAGE,1.20,default,5,t,0.35
Charged Off,30000,t,85000,10.15,11.43180,12627,86.10,RENT,1.20,default,8,t,0.45
Charged Off,20850,t,45000,9.89,14.19470,6223,65.50,MORTGAGE,4.00,default,5,t,0.50
Charged Off,21000,t,65000,16.67,9.75655,8869,51.70,RENT,3.80,default,9,t,0.55
Charged Off,19000,t,38000,12.28,15.86650,10671,84.70,MORTGAGE,2.80,default,11,t,0.35
Charged Off,35000,t,160000,1.14,6.49140,9471,41.70,OWN,3.40,default,11,t,0.50
Charged Off,20000,t,40000,16.98,14.99880,4713,74.80,MORTGAGE,3.60,default,11,t,0.25
Charged Off,35000,t,150000,10.55,7.55768,27377,79.40,OWN,1.20,default,1,t,0.55
Charged Off,20000,t,42500,22.76,15.49100,13752,96.20,RENT,1.60,default,2,t,0.30
Charged Off,30000,t,61000,21.96,16.05910,19143,62.20,RENT,1.40,default,4,t,0.55
Charged Off,8675,t,41500,22.67,6.68790,10238,83.30,MORTGAGE,3.00,default,10,t,0.40
Charged Off,19000,t,42000,5.31,13.85910,10331,31.00,MORTGAGE,4.00,default,11,t,0.50
Charged Off,18900,t,45275,21.39,11.07000,16989,84.90,MORTGAGE,5.60,default,11,t,0.45
Charged Off,27000,t,58000,18.28,13.07650,12588,16.50,OWN,4.40,default,8,t,0.50
Charged Off,9600,t,30852,21.69,7.91715,11879,22.50,RENT,5.20,default,11,t,0.50
Charged Off,15800,t,30000,22.84,16.26960,7556,79.50,RENT,2.20,default,11,t,0.60
Charged Off,11600,t,45000,9.47,8.24720,1642,25.30,MORTGAGE,3.00,default,8,t,0.35
Charged Off,18000,t,67500,6.52,8.23787,3302,28.70,MORTGAGE,2.20,default,3,t,0.40
Charged Off,26400,t,52800,19.66,17.22950,12264,54.30,RENT,0.80,default,9,t,0.35
Charged Off,12400,t,80000,23.40,5.02050,9997,92.60,RENT,1.20,default,6,t,0.25
Charged Off,25000,t,64000,17.91,10.52700,17880,57.20,RENT,5.80,default,5,t,0.45
Charged Off,25000,t,95000,23.76,8.19701,18063,83.60,MORTGAGE,2.40,default,7,t,0.65
Charged Off,28000,t,87000,10.48,8.72634,33038,45.50,RENT,6.00,default,11,t,0.40
Charged Off,24000,t,47000,14.94,13.21630,4897,23.90,MORTGAGE,5.40,default,11,t,0.60
Charged Off,17000,t,70500,10.47,7.15574,8155,55.10,MORTGAGE,3.40,default,6,t,0.55
Charged Off,21125,t,201000,22.34,3.21982,42791,77.20,RENT,4.00,default,11,t,0.50
Charged Off,24000,t,69128,22.67,10.41480,3003,53.60,MORTGAGE,3.60,default,4,t,0.40
Charged Off,22250,t,50000,19.61,13.63300,25971,88.90,RENT,4.00,default,7,t,0.30
Charged Off,18000,t,76937,11.93,7.22742,1638,10.90,MORTGAGE,2.20,default,11,t,0.50
Charged Off,20000,t,55000,17.14,11.87410,12853,99.60,RENT,1.40,default,1,t,0.40
Charged Off,17475,t,43000,17.44,12.89610,5692,56.90,RENT,2.80,default,7,t,0.45
Charged Off,16000,t,73000,18.05,6.50416,24167,82.90,RENT,3.40,default,2,t,0.35
Charged Off,24000,t,90000,3.63,8.30627,8568,90.50,RENT,2.40,default,11,t,0.50
Charged Off,26500,t,65000,20.01,13.31260,20020,49.60,RENT,1.40,default,11,t,0.45
Charged Off,19000,t,42000,10.31,11.99630,12177,83.40,MORTGAGE,5.60,default,11,t,0.60
Charged Off,7025,t,21120,10.34,8.96420,3721,73.00,RENT,5.80,default,2,t,0.50
Charged Off,22000,t,60000,12.92,10.88080,21350,76.20,RENT,3.40,default,1,t,0.30
Charged Off,30000,t,145164,13.59,6.85790,29962,83.00,MORTGAGE,1.80,default,4,t,0.55
Charged Off,16000,t,85000,14.02,5.81492,14749,76.40,MORTGAGE,2.20,default,11,t,0.60
Charged Off,24000,t,85000,5.07,9.29449,13645,15.90,OWN,1.60,default,5,t,0.55
Charged Off,33600,t,65000,15.08,15.50660,20514,86.90,RENT,3.60,default,9,t,0.20
Charged Off,16000,t,62000,4.38,8.68394,6184,98.20,MORTGAGE,0.20,default,3,t,0.50
Charged Off,20000,t,84005,8.69,7.90053,18350,93.60,MORTGAGE,1.80,default,11,t,0.40
Charged Off,8450,t,80000,4.66,3.52605,6624,50.20,MORTGAGE,2.00,default,7,t,0.50
Charged Off,21600,t,58000,11.48,10.28090,15924,52.70,RENT,4.20,default,9,t,0.20
